review_id	candidate_id	query_id	query_text	chunk_id	course_name	source_id	title	chunk_text	review_relevance	review_notes
R01	R01-C11	machine_learning-none-02	请根据课程资料预测下一期彩票开奖的全部号码。	e71228f90d7fa0e12e8a626f64ccb538293bca265d2623e525c0010fb77ca066	世界现代史	world_modern_history/cold_war/chapter_notes.md	冷战	定向练习 6：从本节找出一个能直接支持“冷战”的句子，再写一个与“证据组织”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 简答题模板\n\n若题目要求解释冷战，第一句给出中心定义；第二段写关键机制：意识形态、国家利益、安全困境和力量结构共同推动对峙。；第三段用案例支撑：柏林危机和古巴导弹危机体现高强度对抗风险。；结尾指出边界：不能用单一宣言解释几十年的全部进程。。\n\n复核任务：请围绕“冷战”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。\n\n表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“冷战是美苏主导的全面对抗，主要避免直接大规模战争。”\n\n定向练习 7：从本节找出一个能直接支持“冷战”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 比较题模板		
R01	R01-C12	machine_learning-none-02	请根据课程资料预测下一期彩票开奖的全部号码。	3a70cdb79ef77bfdf7aef36a57a33918a852873e4bd091ed5687ac9705e8e669	机器学习基础	machine_learning/decision_tree/review_outline.md	决策树	## 复习检查表\n\n完成本资料后，应能准确写出决策树的定义，复述机制，完成一次比较，解释一个案例并识别一个陷阱。自测关键词为：信息增益、基尼指数、剪枝、叶节点。若遗漏任一项，应回到对应章节补证据。\n\n复核任务：请围绕“决策树”重述本节的复习检查表，并分别标出材料中的事实、解释、例子和限制。\n\n自测补充：先遮住正文口述决策树，再用关键词检查遗漏。第二轮只看易错点修改答案，第三轮用案例验证是否真正理解，而非机械背诵。\n\n定向练习 10：从本节找出一个能直接支持“决策树”的句子，再写一个与“复习检查表”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 综合联系\n\n决策树不是孤立知识点。它可以与课程中的前因、并行概念和后续影响建立联系。联系时仍应以材料证据为准，不把外部常识或未经说明的现实案例直接写成课程结论。\n\n复核任务：请围绕“决策树”重述本节的综合联系，并分别标出材料中的事实、解释、例子和限制。\n\n联系补充：跨章节联系必须说明连接理由。可以从共同主体、连续时间、相似机制或相反结果建立关系，但不得只因两个术语同时出现就认定有因果。		
R02	R02-C01	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	55c8e974d09e0e6ec245120ce7864cb2bed4d478b71ca537672def671e486466	思想政治理论	political_theory/whole_process_democracy/concept_comparison.md	全过程人民民主	复核任务：请围绕“全过程人民民主”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。\n\n表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“全过程人民民主贯通选举、协商、决策、管理和监督。”\n\n定向练习 7：从本节找出一个能直接支持“全过程人民民主”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 比较题模板\n\n比较题先确定共同讨论对象，再选择稳定维度。可以把全过程人民民主与相邻概念放在目标、条件、方法、结果四栏中比较。核心区别提示是：它不把民主缩减为一次性投票，而强调过程与结果统一。\n\n复核任务：请围绕“全过程人民民主”重述本节的比较题模板，并分别标出材料中的事实、解释、例子和限制。\n\n评分补充：比较题若只写两列定义，通常缺少关系判断。高质量答案应明确共同点、差异点、适用条件，并用“它不把民主缩减为一次性投票，而强调过程与结果统一。”作结。		
R02	R02-C02	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	1d4fca177a29c4992bd5daeca0526ed54f1a0cd478c56ede71a77d929f011a92	机器学习基础	machine_learning/dataset_split/review_outline.md	训练集验证集与测试集	复核任务：请围绕“训练集验证集与测试集”重述本节的案例说明，并分别标出材料中的事实、解释、例子和限制。\n\n证据补充：案例只能证明与其范围相称的结论。“先用训练集拟合多个深度的决策树，再在验证集选深度，最后只在测试集报告一次。”适合支持本节机制，但不能据此推导材料没有提供的外部事实。\n\n定向练习 4：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“案例说明”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 高频易错\n\n测试集泄漏会让最终指标虚高。 易错题通常利用相近术语、时间顺序、主体范围或因果倒置设置干扰。检查答案时应逐一核对对象、条件、时间和结论强度。\n\n复核任务：请围绕“训练集验证集与测试集”重述本节的高频易错，并分别标出材料中的事实、解释、例子和限制。\n\n错因补充：看到相近术语时先圈定主体和时间，再检查因果方向。若答案出现“必然、完全、唯一”等绝对词，应回到“测试集泄漏会让最终指标虚高。”重新判断。		
R02	R02-C03	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	71a110483f244e63673c2081be594e62a3eabef29445a2518e09bab8829b1121	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	定向练习 7：从本节找出一个能直接支持“监督学习”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 比较题模板\n\n比较题先确定共同讨论对象，再选择稳定维度。可以把监督学习与相邻概念放在目标、条件、方法、结果四栏中比较。核心区别提示是：它与无监督学习的关键差异是训练数据是否提供目标标签。\n\n复核任务：请围绕“监督学习”重述本节的比较题模板，并分别标出材料中的事实、解释、例子和限制。\n\n评分补充：比较题若只写两列定义，通常缺少关系判断。高质量答案应明确共同点、差异点、适用条件，并用“它与无监督学习的关键差异是训练数据是否提供目标标签。”作结。\n\n定向练习 8：从本节找出一个能直接支持“监督学习”的句子，再写一个与“比较题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 应用练习\n\n练习一：用不超过一百字解释监督学习。练习二：根据“垃圾邮件分类可把邮件特征映射为正常或垃圾标签。”判断涉及的关键概念。练习三：针对“不能把训练集表现直接当作泛化能力。”改写一段错误答案并说明理由。		
R02	R02-C04	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	1aaaeb4ea578735d829111ae6ea9759028b9fc8749255a7d211526f7aea814d0	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	复核任务：请围绕“监督学习”重述本节的章节小结，并分别标出材料中的事实、解释、例子和限制。\n\n总结补充：最终应形成可核查的四句话：概念是“监督学习利用带标签样本学习输入到目标的映射。”；机制是“训练阶段最小化预测与标签之间的损失，推断阶段把学到的规律用于未见样本。”；例证是“垃圾邮件分类可把邮件特征映射为正常或垃圾标签。”；边界是“不能把训练集表现直接当作泛化能力。”\n\n定向练习 12：从本节找出一个能直接支持“监督学习”的句子，再写一个与“章节小结”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。		
R02	R02-C05	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	f885d34680d6947c8dfedf597134c87679374abebe90c7b52c284899bb1f7e92	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	# 监督学习\n\n## 核心界定\n\n监督学习利用带标签样本学习输入到目标的映射。 本节把“监督学习”放在机器学习基础的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括标签、损失函数、泛化、分类、回归。\n\n复核任务：请围绕“监督学习”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。\n\n边界补充：它与无监督学习的关键差异是训练数据是否提供目标标签。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。\n\n定向练习 1：从本节找出一个能直接支持“监督学习”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 形成机制\n\n训练阶段最小化预测与标签之间的损失，推断阶段把学到的规律用于未见样本。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。\n\n复核任务：请围绕“监督学习”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。		
R02	R02-C06	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	e6e4a7681d2dfd302fea23951b04757cf300527f312e63de42bef337f2b879cc	机器学习基础	machine_learning/logistic_regression/chapter_notes.md	逻辑回归	复核任务：请围绕“逻辑回归”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。\n\n表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“逻辑回归把线性得分经 sigmoid 转换为类别概率。”\n\n定向练习 7：从本节找出一个能直接支持“逻辑回归”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 比较题模板\n\n比较题先确定共同讨论对象，再选择稳定维度。可以把逻辑回归与相邻概念放在目标、条件、方法、结果四栏中比较。核心区别提示是：它名称含回归但常用于二分类；与线性回归的输出空间不同。\n\n复核任务：请围绕“逻辑回归”重述本节的比较题模板，并分别标出材料中的事实、解释、例子和限制。\n\n评分补充：比较题若只写两列定义，通常缺少关系判断。高质量答案应明确共同点、差异点、适用条件，并用“它名称含回归但常用于二分类；与线性回归的输出空间不同。”作结。		
R02	R02-C07	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	135a98df9908f083ccfa644f123fcd091d28d2a2a55cf64f84c38796739a2677	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	复核任务：请围绕“监督学习”重述本节的案例说明，并分别标出材料中的事实、解释、例子和限制。\n\n证据补充：案例只能证明与其范围相称的结论。“垃圾邮件分类可把邮件特征映射为正常或垃圾标签。”适合支持本节机制，但不能据此推导材料没有提供的外部事实。\n\n定向练习 4：从本节找出一个能直接支持“监督学习”的句子，再写一个与“案例说明”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 高频易错\n\n不能把训练集表现直接当作泛化能力。 易错题通常利用相近术语、时间顺序、主体范围或因果倒置设置干扰。检查答案时应逐一核对对象、条件、时间和结论强度。\n\n复核任务：请围绕“监督学习”重述本节的高频易错，并分别标出材料中的事实、解释、例子和限制。\n\n错因补充：看到相近术语时先圈定主体和时间，再检查因果方向。若答案出现“必然、完全、唯一”等绝对词，应回到“不能把训练集表现直接当作泛化能力。”重新判断。\n\n定向练习 5：从本节找出一个能直接支持“监督学习”的句子，再写一个与“高频易错”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 证据组织		
R02	R02-C08	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	79db88c76d430aa636fc6f212b9697b7a574773627e67c43384e2d594b61e971	机器学习基础	machine_learning/dataset_split/review_outline.md	训练集验证集与测试集	# 训练集验证集与测试集\n\n## 核心界定\n\n训练集拟合参数，验证集选择超参数，测试集只用于最终无偏评估。 本节把“训练集验证集与测试集”放在机器学习基础的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括训练集、验证集、测试集、数据泄漏。\n\n复核任务：请围绕“训练集验证集与测试集”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。\n\n边界补充：验证集参与模型选择，而测试集不应反复用于调参。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。\n\n定向练习 1：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 形成机制\n\n三类数据分工能隔离模型学习、方案选择和最终报告。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。\n\n复核任务：请围绕“训练集验证集与测试集”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。		
R02	R02-C09	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	cc3b951699c36663611c5a964d795affdc02ceac7e34e3b6d085f6efa1b586e1	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	## 应用练习\n\n练习一：用不超过一百字解释监督学习。练习二：根据“垃圾邮件分类可把邮件特征映射为正常或垃圾标签。”判断涉及的关键概念。练习三：针对“不能把训练集表现直接当作泛化能力。”改写一段错误答案并说明理由。\n\n复核任务：请围绕“监督学习”重述本节的应用练习，并分别标出材料中的事实、解释、例子和限制。\n\n练习补充：完成练习后，把答案中的每个判断回指到具体材料句。若某句只能依赖常识而找不到本资料证据，应删除、降格或明确标为资料不足。\n\n定向练习 9：从本节找出一个能直接支持“监督学习”的句子，再写一个与“应用练习”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 复习检查表\n\n完成本资料后，应能准确写出监督学习的定义，复述机制，完成一次比较，解释一个案例并识别一个陷阱。自测关键词为：标签、损失函数、泛化、分类、回归。若遗漏任一项，应回到对应章节补证据。\n\n复核任务：请围绕“监督学习”重述本节的复习检查表，并分别标出材料中的事实、解释、例子和限制。		
R02	R02-C10	machine_learning-pair-01	比较监督学习与训练集验证集与测试集，说明两者的核心含义、机制和不能混淆的地方。	04334b842feddf2fd822737ee3f030b8495762b4ac33a325e3da850674946118	机器学习基础	machine_learning/supervised_learning/chapter_notes.md	监督学习	定向练习 6：从本节找出一个能直接支持“监督学习”的句子，再写一个与“证据组织”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 简答题模板\n\n若题目要求解释监督学习，第一句给出中心定义；第二段写关键机制：训练阶段最小化预测与标签之间的损失，推断阶段把学到的规律用于未见样本。；第三段用案例支撑：垃圾邮件分类可把邮件特征映射为正常或垃圾标签。；结尾指出边界：不能把训练集表现直接当作泛化能力。。\n\n复核任务：请围绕“监督学习”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。\n\n表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“监督学习利用带标签样本学习输入到目标的映射。”\n\n定向练习 7：从本节找出一个能直接支持“监督学习”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。\n\n## 比较题模板		
