review_id	review_query_id	query	candidate_text	relevance_0_1_2	review_notes
review-25b640c81b6d0acc	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"# 苏联解体

## 核心界定

苏联解体结束了联盟国家形态并改变两极格局。 本节把“苏联解体”放在世界现代史的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括苏联解体、戈尔巴乔夫、民族问题、两极格局。

复核任务：请围绕“苏联解体”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。

边界补充：东欧剧变与苏联解体相互关联但不是同一事件。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。

定向练习 1：从本节找出一个能直接支持“苏联解体”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 形成机制

经济停滞、政治改革失控、民族问题和制度矛盾共同作用。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“苏联解体”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。"		
review-0bc77ac882448d1f	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"复核任务：请围绕“训练集验证集与测试集”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。

表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“训练集拟合参数，验证集选择超参数，测试集只用于最终无偏评估。”

定向练习 7：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“简答题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 比较题模板

比较题先确定共同讨论对象，再选择稳定维度。可以把训练集验证集与测试集与相邻概念放在目标、条件、方法、结果四栏中比较。核心区别提示是：验证集参与模型选择，而测试集不应反复用于调参。

复核任务：请围绕“训练集验证集与测试集”重述本节的比较题模板，并分别标出材料中的事实、解释、例子和限制。

评分补充：比较题若只写两列定义，通常缺少关系判断。高质量答案应明确共同点、差异点、适用条件，并用“验证集参与模型选择，而测试集不应反复用于调参。”作结。"		
review-e4a3d6ed25f57d24	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"复核任务：请围绕“训练集验证集与测试集”重述本节的高频易错，并分别标出材料中的事实、解释、例子和限制。

错因补充：看到相近术语时先圈定主体和时间，再检查因果方向。若答案出现“必然、完全、唯一”等绝对词，应回到“测试集泄漏会让最终指标虚高。”重新判断。

定向练习 5：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“高频易错”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 证据组织

围绕训练集验证集与测试集组织证据时，可使用“定义—机制—例证—限制”的四步结构。训练集拟合参数，验证集选择超参数，测试集只用于最终无偏评估。 三类数据分工能隔离模型学习、方案选择和最终报告。 最后补充测试集泄漏会让最终指标虚高。，可以防止答案只剩口号。

复核任务：请围绕“训练集验证集与测试集”重述本节的证据组织，并分别标出材料中的事实、解释、例子和限制。

组织补充：完整证据链至少包含一个直接定义片段和一个机制或案例片段。关键词“训练集、验证集、测试集、数据泄漏”用于定位材料，不应替代句子之间的逻辑。"		
review-d2b1a9ced1fede8c	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"学习率控制每次步长，批量方式决定每次估计梯度使用多少样本。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“梯度下降”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。

机制补充：可以把“学习率控制每次步长，批量方式决定每次估计梯度使用多少样本。”拆成起点、传导环节和结果三个节点，再检查案例“学习率过大可能在最优点附近震荡甚至发散。”能否逐项对应。

定向练习 2：从本节找出一个能直接支持“梯度下降”的句子，再写一个与“形成机制”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 概念辨析

批量梯度稳定但计算重，随机梯度噪声大但更新快。 对比题不能只列两个定义，还要在比较维度上说明相同点、不同点和适用条件。最常见维度包括目标、输入、过程、结果与局限。

复核任务：请围绕“梯度下降”重述本节的概念辨析，并分别标出材料中的事实、解释、例子和限制。"		
review-4b6eec256460f9bb	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"复核任务：请围绕“梯度下降”重述本节的案例说明，并分别标出材料中的事实、解释、例子和限制。

证据补充：案例只能证明与其范围相称的结论。“学习率过大可能在最优点附近震荡甚至发散。”适合支持本节机制，但不能据此推导材料没有提供的外部事实。

定向练习 4：从本节找出一个能直接支持“梯度下降”的句子，再写一个与“案例说明”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 高频易错

损失下降不代表测试误差一定同步下降。 易错题通常利用相近术语、时间顺序、主体范围或因果倒置设置干扰。检查答案时应逐一核对对象、条件、时间和结论强度。

复核任务：请围绕“梯度下降”重述本节的高频易错，并分别标出材料中的事实、解释、例子和限制。

错因补充：看到相近术语时先圈定主体和时间，再检查因果方向。若答案出现“必然、完全、唯一”等绝对词，应回到“损失下降不代表测试误差一定同步下降。”重新判断。

定向练习 5：从本节找出一个能直接支持“梯度下降”的句子，再写一个与“高频易错”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 证据组织"		
review-16c29eaaef282ad1	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"# 分类评估指标

## 核心界定

准确率衡量总体正确比例，精确率关注预测为正的样本有多少是真的，召回率关注真实正例找回多少。 本节把“分类评估指标”放在机器学习基础的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括准确率、精确率、召回率、F1、混淆矩阵。

复核任务：请围绕“分类评估指标”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。

边界补充：类别不平衡时准确率可能掩盖少数类失败。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。

定向练习 1：从本节找出一个能直接支持“分类评估指标”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 形成机制

混淆矩阵把预测与真值组合成 TP、FP、TN、FN，其他指标由此计算。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“分类评估指标”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。"		
review-b0666b62d930b794	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"# 训练集验证集与测试集

## 核心界定

训练集拟合参数，验证集选择超参数，测试集只用于最终无偏评估。 本节把“训练集验证集与测试集”放在机器学习基础的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括训练集、验证集、测试集、数据泄漏。

复核任务：请围绕“训练集验证集与测试集”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。

边界补充：验证集参与模型选择，而测试集不应反复用于调参。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。

定向练习 1：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 形成机制

三类数据分工能隔离模型学习、方案选择和最终报告。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“训练集验证集与测试集”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。"		
review-05733434b2e49ef3	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"复核任务：请围绕“训练集验证集与测试集”重述本节的比较题模板，并分别标出材料中的事实、解释、例子和限制。

评分补充：比较题若只写两列定义，通常缺少关系判断。高质量答案应明确共同点、差异点、适用条件，并用“验证集参与模型选择，而测试集不应反复用于调参。”作结。

定向练习 8：从本节找出一个能直接支持“训练集验证集与测试集”的句子，再写一个与“比较题模板”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 应用练习

练习一：用不超过一百字解释训练集验证集与测试集。练习二：根据“先用训练集拟合多个深度的决策树，再在验证集选深度，最后只在测试集报告一次。”判断涉及的关键概念。练习三：针对“测试集泄漏会让最终指标虚高。”改写一段错误答案并说明理由。

复核任务：请围绕“训练集验证集与测试集”重述本节的应用练习，并分别标出材料中的事实、解释、例子和限制。

练习补充：完成练习后，把答案中的每个判断回指到具体材料句。若某句只能依赖常识而找不到本资料证据，应删除、降格或明确标为资料不足。"		
review-c785b117b35196ba	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"## 形成机制

实践、认识和再实践构成不断深化的认识过程。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“马克思主义基本立场”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。

机制补充：可以把“实践、认识和再实践构成不断深化的认识过程。”拆成起点、传导环节和结果三个节点，再检查案例“社会调查把理论问题放回具体历史条件中分析。”能否逐项对应。

定向练习 2：从本节找出一个能直接支持“马克思主义基本立场”的句子，再写一个与“形成机制”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 概念辨析

唯物辩证法强调联系发展，形而上学倾向孤立静止。 对比题不能只列两个定义，还要在比较维度上说明相同点、不同点和适用条件。最常见维度包括目标、输入、过程、结果与局限。

复核任务：请围绕“马克思主义基本立场”重述本节的概念辨析，并分别标出材料中的事实、解释、例子和限制。"		
review-8ea9ea79b60aee0b	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"## 概念辨析

批量梯度稳定但计算重，随机梯度噪声大但更新快。 对比题不能只列两个定义，还要在比较维度上说明相同点、不同点和适用条件。最常见维度包括目标、输入、过程、结果与局限。

复核任务：请围绕“梯度下降”重述本节的概念辨析，并分别标出材料中的事实、解释、例子和限制。

辨析补充：先统一比较对象，再用目标、条件、主体、过程、结果五个维度建表。需要特别防止的错误是：损失下降不代表测试误差一定同步下降。

定向练习 3：从本节找出一个能直接支持“梯度下降”的句子，再写一个与“概念辨析”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 案例说明

学习率过大可能在最优点附近震荡甚至发散。 案例的作用是把抽象概念落到可观察事实，但案例本身不能替代概念解释。作答时先指出案例对应哪个机制，再说明它支持什么结论。

复核任务：请围绕“梯度下降”重述本节的案例说明，并分别标出材料中的事实、解释、例子和限制。

证据补充：案例只能证明与其范围相称的结论。“学习率过大可能在最优点附近震荡甚至发散。”适合支持本节机制，但不能据此推导材料没有提供的外部事实。"		
review-cc8a80ce6e27e30b	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"# 辛亥革命

## 核心界定

辛亥革命推翻清朝统治并结束君主专制制度。 本节把“辛亥革命”放在中国近现代史的课程体系中理解，回答它研究什么、解决什么问题以及答题时应先写出的中心判断。关键词包括辛亥革命、武昌起义、中华民国、共和。

复核任务：请围绕“辛亥革命”重述本节的核心界定，并分别标出材料中的事实、解释、例子和限制。

边界补充：它建立共和制度形式，但没有彻底改变社会经济基础。 因此定义题不仅要写“是什么”，还要指出它不是什么，以及判断对象是否满足成立条件。

定向练习 1：从本节找出一个能直接支持“辛亥革命”的句子，再写一个与“核心界定”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 形成机制

革命组织、武装起义和清末危机共同促成政权更替。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“辛亥革命”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。"		
review-a86b5b1b2ef3d5bd	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"## 形成机制

制度渠道让人民在国家与社会治理各环节持续参与。 复习时要把条件、过程和结果按因果链展开，避免只有结论没有推理。若题目使用“为什么”“如何发生”等问法，应明确每一环如何推动下一环。

复核任务：请围绕“全过程人民民主”重述本节的形成机制，并分别标出材料中的事实、解释、例子和限制。

机制补充：可以把“制度渠道让人民在国家与社会治理各环节持续参与。”拆成起点、传导环节和结果三个节点，再检查案例“基层议事协商和人大代表联系群众体现持续参与。”能否逐项对应。

定向练习 2：从本节找出一个能直接支持“全过程人民民主”的句子，再写一个与“形成机制”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 概念辨析

它不把民主缩减为一次性投票，而强调过程与结果统一。 对比题不能只列两个定义，还要在比较维度上说明相同点、不同点和适用条件。最常见维度包括目标、输入、过程、结果与局限。

复核任务：请围绕“全过程人民民主”重述本节的概念辨析，并分别标出材料中的事实、解释、例子和限制。"		
review-854eeac00548aa5d	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"定向练习 11：从本节找出一个能直接支持“全过程人民民主”的句子，再写一个与“综合联系”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 章节小结

本章围绕全过程人民民主形成完整复习链：全过程人民民主贯通选举、协商、决策、管理和监督。 其运作或发展逻辑是：制度渠道让人民在国家与社会治理各环节持续参与。；与相邻概念的辨析重点是：它不把民主缩减为一次性投票，而强调过程与结果统一。；典型案例是：基层议事协商和人大代表联系群众体现持续参与。

复核任务：请围绕“全过程人民民主”重述本节的章节小结，并分别标出材料中的事实、解释、例子和限制。

总结补充：最终应形成可核查的四句话：概念是“全过程人民民主贯通选举、协商、决策、管理和监督。”；机制是“制度渠道让人民在国家与社会治理各环节持续参与。”；例证是“基层议事协商和人大代表联系群众体现持续参与。”；边界是“不能把协商民主理解为没有法定程序的随意讨论。”"		
review-5ded0ce20e715d08	review-05447772bb2d85b7	梯度下降里的“步子迈得太大”具体指什么，为什么它会让损失在低点附近反复越过去？	"复核任务：请围绕“全过程人民民主”重述本节的证据组织，并分别标出材料中的事实、解释、例子和限制。

组织补充：完整证据链至少包含一个直接定义片段和一个机制或案例片段。关键词“全过程人民民主、民主协商、民主决策、民主监督”用于定位材料，不应替代句子之间的逻辑。

定向练习 6：从本节找出一个能直接支持“全过程人民民主”的句子，再写一个与“证据组织”有关但材料尚未支持的判断。前者保留为答案证据，后者应标记为待查或资料不足，不能依靠常识补全。

## 简答题模板

若题目要求解释全过程人民民主，第一句给出中心定义；第二段写关键机制：制度渠道让人民在国家与社会治理各环节持续参与。；第三段用案例支撑：基层议事协商和人大代表联系群众体现持续参与。；结尾指出边界：不能把协商民主理解为没有法定程序的随意讨论。。

复核任务：请围绕“全过程人民民主”重述本节的简答题模板，并分别标出材料中的事实、解释、例子和限制。

表达补充：简答题每段只承担一个功能。定义段回答对象，机制段说明过程，案例段落地，限制段控制结论强度；中心内容仍是“全过程人民民主贯通选举、协商、决策、管理和监督。”"		
